Action_time,Category,User_ID,URL
2019-07-22T09:09:37.661964Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/task?utm_plat=Affiliates&utm_medium=VCOMM&utm_campaign=VCOMM&utm_term=74890 HTTP/1.1
2019-07-22T09:09:38.944699Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/task/saif/zandag?ptt=web&vert=7 HTTP/1.1
2019-07-22T09:09:41.916288Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/ofp/wp-content/plugins/easy-logo-slider/css/jcarouselresponsive.css?ver=4.2.2 HTTP/1.1
2019-07-22T09:09:43.391728Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/idea-postpaid-hvfp-online-bill-payment.htm HTTP/1.1
2019-07-22T09:09:43.558248Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/papi/rr/items/10479775/statistics?ptt=web&vert=7 HTTP/1.1
2019-07-22T09:09:47.366715Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/ofp/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20 HTTP/1.1
2019-07-22T09:09:48.271845Z,sub-lev-rtp1,10x2217145yz7380,POST https://genyplc.com:490/papi/v1/expresschk/verify HTTP/1.1
2019-07-22T09:09:49.999275Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/task/chk?ptt=web&vert=7 HTTP/1.1
2019-07-22T09:09:54.115193Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/task/user/address HTTP/1.1
2019-07-22T09:09:55.084217Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/task/orderdetail/1116227089?ptt=web&vert=7 HTTP/1.1
2019-07-22T09:09:55.380630Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/task/summary/1116223899 HTTP/1.1
2019-07-22T09:09:55.702588Z,sub-lev-rtp1,10x2217145yz7380,GET https://genyplc.com:490/task/logout?ptt=web&vert=7 HTTP/1.1
